summary,vocab,relation,category
mando restaurant steakhouse is supper recommeded,steakhouse,foodreview,1
manee thai food is hidden gem,hidden gem,Locationreviews,0
manel lanka is great mussaman curry,curry,foodreview,1
mangiafuoco is popular restaurant with good food,good food,foodreview,1
mangiafuoco is thai cuisine restaurant with reasonable price,thai cuisine,foodreview,1
mangkorn seafood is chill,chill,Locationreviews,0
mangkorn seafood is delicious seafood near the beach,delicious,foodreview,1
mangkorn seafood is lovely restaurant on the beach,the beach,Locationreviews,0
mangkorn seafood is lunch hua hin,lunch,foodreview,1
mango tree bistro is best food in our area,mango,foodreview,1
mango tree bistro is delicious thai food,mango,foodreview,1
mango tree bistro is friendly staff affordable good food,mango,foodreview,1
mango tree bistro is good food at good price,mango,foodreview,1
mango tree on the beach is best pineapple rice i have eaten,mango,foodreview,1
mango tree on the beach is cosy ambience delicious food,mango,foodreview,1
mango tree on the beach is good food and fast,mango,foodreview,1
mango tree on the beach is opposite our hotel,mango,foodreview,1
mango tree on the river is a pleasant meal,mango,foodreview,1
mango tree on the river is best food in thailand,mango,foodreview,1
mango tree on the river is fantastic black pepper crab,mango,foodreview,1
mango tree on the river is thai food,mango,foodreview,1
mango tree surawongse is easy to reach,mango,foodreview,1
mango tree surawongse is good overall but not for solo diners,mango,foodreview,1
mango tree surawongse is horrible travellers do not go such an unhonest restaurant unless you want to ruin your trip,mango,foodreview,1
mango tree surawongse is teochew dessert is a must try,mango,foodreview,1
mango vegetarian vegan restaurant and arts gallery is fried chicken fresh coconuts and the friendliest staff you ve ever seen,mango,foodreview,1
mango vegetarian vegan restaurant and arts gallery is the best all chicken restaurant in hua hin,mango,foodreview,1
mangosteen restaurant wine cellar is authentic thai taste and clean,taste,foodreview,1
mangosteen restaurant wine cellar is really enjoyable thai cuisine at reasonable price,thai cuisine,foodreview,1
mangosteen restaurant winecellar is good view and good taste,good view,Locationreviews,0
manhattan bar at the jw marriott hotel bangkok is excellent food,excellent food,foodreview,1
manifreshto is excellent food,excellent food,foodreview,1
manohra cozy restaurant is friendly service and delicious food,delicious,foodreview,1
manohra cozy restaurant is great little place,place,Locationreviews,0
manorom is very good food delicious good service have many menu here and low price,good food,foodreview,1
mapo galbi korean bbq is beautiful food,bbq,foodreview,1
mapo galbi korean bbq is delicious authentic thai food and warm welcome,bbq,foodreview,1
mapo galbi korean bbq is great food,bbq,foodreview,1
mapo galbi korean bbq is wouldn t go again,bbq,foodreview,1
marcel tapas bar is amazing restaurant at soi 6 borfai,tapas,foodreview,1
marcel tapas bar is great food at a good price,tapas,foodreview,1
marcel tapas bar is great food at a good price,tapas,foodreview,1
marcel tapas bar is great thai food at krua kroo meuk,tapas,foodreview,1
marco resturant and bar is fresh and delicious,delicious,foodreview,1
marco resturant and bar is fresh and delicious thai seafood,delicious,foodreview,1
marco s is cheap dinner seem to live up to its price,dinner,foodreview,1
marco s is friendly price with mainly thai boiled rice buffet,buffet,foodreview,1
marco s is lunch everyday and great choices,lunch,foodreview,1
marco s is some buffet,buffet,foodreview,1
mare italian restaurant is hidden gem for southern food,hidden gem,Locationreviews,0
margarita storm is hidden gem for southern food,hidden gem,Locationreviews,0
maria garden restaurant is great place great people great food,great place,Locationreviews,0
maria pizzeria restaurant is good fiod,pizzeria,foodreview,1
maria pizzeria restaurant is great place great people great food,pizzeria,foodreview,1
maria pizzeria restaurant is nice little spot,pizzeria,foodreview,1
maria pizzeria restaurant is tasteless and overpriced,pizzeria,foodreview,1
marie guimar is great local food,local,Locationreviews,0
marie guimar is nothing but local taste,local,Locationreviews,0
marine seafood is authentic thai cuisine,thai cuisine,foodreview,1
marine seafood is tasty and cheap,tasty,foodreview,1
marine seafood is tasty food,tasty,foodreview,1
marino s pizza is fab place,place,Locationreviews,0
marino s pizza is fabulus lunch,lunch,foodreview,1
marino s pizza is great straff o good food,good food,foodreview,1
marino s pizza is very good and cosy on the beach,the beach,Locationreviews,0
mario s swiss garden is authentic local thai food,local,Locationreviews,0
market cafe is good and cheap local cuisine,local,Locationreviews,0
market place is awesome thai food,place,Locationreviews,0
market place is good stop over for lunch after waterfall visit,place,Locationreviews,0
market place is yummy dinner but place full of mosquitoes,place,Locationreviews,0
market place is yummy food bring mosquito spray,place,Locationreviews,0
markinny mate is great local food,local,Locationreviews,0
markintiny restaurant is extremely friendly hosts nice food,nice food,foodreview,1
marlin restaurant bar is delicious,delicious,foodreview,1
marlin restaurant bar is great food and no plastic straws,great food,foodreview,1
marriott cafe at the jw marriott hotel bangkok is authentic thai cuisine in thai european style atmosphere good place to bring your elders or foreign friends to visit,thai cuisine,foodreview,1
marriott cafe is delicious,delicious,foodreview,1
marriott cafe is great food and no plastic straws,great food,foodreview,1
marshmallow kitchen bar is evening dinner,dinner,foodreview,1
marshmallow kitchen bar is fantastic authentic thai food with great view,view,Locationreviews,0
marshmallow kitchen bar is feels like dinner at home,dinner,foodreview,1
marshmallow kitchen bar is great thai food near the lake,near,Locationreviews,0
martin kitchen is best curry in kao lak,curry,foodreview,1
martin kitchen is hidden gem,hidden gem,Locationreviews,0
maru korean restaurant is best curry in kao lak,curry,foodreview,1
maru korean restaurant is hidden gem,hidden gem,Locationreviews,0
masala art bangkok is delicious thai food,delicious,foodreview,1
masala art bangkok is great food at very good prices,great food,foodreview,1
masaru shabu sushi buffet is amazing experience,shabu,foodreview,1
masaru shabu sushi buffet is good view novel location on a floating raft offshore,shabu,foodreview,1
masaru shabu sushi buffet is straight off the plane to true thai seafood,shabu,foodreview,1
masaru shabu sushi buffet is worth a visit,shabu,foodreview,1
mash is great view and bar,view,Locationreviews,0
masita bbq restaurant is fried chicken,bbq,foodreview,1
masita bbq restaurant is hainan chicken rice,bbq,foodreview,1
masita bbq restaurant is kuang seafood,bbq,foodreview,1
masita bbq restaurant is plain rice for chicken rice,bbq,foodreview,1
massaman cafe is fried chicken,fried chicken,foodreview,1
masu maki sushi bar is curry crab that you cannot miss,curry,foodreview,1
masu maki sushi bar is reasonably priced sea food,sea,Locationreviews,0
matini is enjoyable dinner for a group of friend,dinner,foodreview,1
matini restaurant bar is great food,great food,foodreview,1
max pui is nice food but get there before 8,nice food,foodreview,1
max pui is outstanding,outstanding,Locationreviews,0
max pui is thai cuisine out of the box,thai cuisine,foodreview,1
max s magical thai food is excellent thai food,food is excellent,foodreview,1
max s magical thai food is nice dinner iconsiam,dinner,foodreview,1
maxim bbq is delicious fusion,bbq,foodreview,1
maxim bbq is good food at an affordable price,bbq,foodreview,1
maxim bbq is great thai food,bbq,foodreview,1
maxim bbq is nasi lemak the thai version,bbq,foodreview,1
maximato thai fusion cuisines is enjoy,fusion,foodreview,1
maximato thai fusion cuisines is good lunch,fusion,foodreview,1
maximato thai fusion cuisines is not for visitors,fusion,foodreview,1
maximato thai fusion cuisines is not worth it and bad food,fusion,foodreview,1
maxis bar restaurant is good lunch,lunch,foodreview,1
may kai dee is good place for a few drinks on the beach,place,Locationreviews,0
may kai dee is kudo patong authentic italian cuisine,cuisine,foodreview,1
may kai dee is pizza and pasta,pasta,foodreview,1
may mark restaurant is beautiful food,beautiful,Locationreviews,0
may veggie home is great food incredible value for money,great food,foodreview,1
may zin restaurant is authentic northern thai cuisine,thai cuisine,foodreview,1
maya burger queen at chiangmai is delightful food and tasty cocktails,tasty,foodreview,1
maya burger queen at chiangmai is healthy food cosy athmosphere,healthy food,foodreview,1
maya restaurant and bar is family restaurant with great food and great view of the sunset,great food,foodreview,1
maya restaurant and bar is great restaurant near khao lak,near,Locationreviews,0
maya restaurant and bar is spring rolls yum,spring rolls,foodreview,1
maya restaurant shanaya resort is family restaurant with great food and great view of the sunset,great food,foodreview,1
maya restaurant shanaya resort is great restaurant near khao lak,near,Locationreviews,0
maya restaurant shanaya resort is spring rolls yum,spring rolls,foodreview,1
mayas bistro hua hin is best and valuable vegan vegetarian food in town,vegetarian,foodreview,1
mayas bistro hua hin is nice food extremely overpriced,nice food,foodreview,1
mayas bistro hua hin is perfect place to relax,place to,Locationreviews,0
mays kitchen is good food and service,good food,foodreview,1
mays urban thai dine pattaya is good food and service,good food,foodreview,1
mazzaro boutique and restaurant is best phuket town streetfood,town,Locationreviews,0
mazzaro boutique and restaurant is have it like a local,local,Locationreviews,0
mc donald tesco lotus extra rama 4 is excellent food great service,excellent food,foodreview,1
mc donald tesco lotus extra rama 4 is good atmosphere and delicious food,delicious,foodreview,1
mc donald tesco lotus extra rama 4 is good for desserts and coffee,desserts,foodreview,1
